Compound Name	Enzyme Name	Encoding Gene	KEGG Orthology	Organism	GenBankID	Strain ID/Microorganism	UniProt ID	Protein ID	Continent where study sampling was done (Collections)	Country	Isolation source	Habitat notes
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138870.1	Uncultured bacterium clone ISSO_biostim_40419_ORF_1	U5S4J9	AGY78676.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138871.1	Uncultured bacterium clone ISSO_biostim_50777_ORF_1	U5S414	AGY78677.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138872.1	Uncultured bacterium clone ISSO_biostim_22113_ORF_1	U5S0W4	AGY78678.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138873.1	Uncultured bacterium clone ISSO_biostim_55817_ORF_1	U5S0R5	AGY78679.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138874.1	Uncultured bacterium clone ISSO_biostim_33471_ORF_4	U5S1A4	AGY78680.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138875.1	Uncultured bacterium clone ISSO_biostim_34116_ORF_1	U5S4K3	AGY78681.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138876.1	Uncultured bacterium clone ISSO_biostim_49921_ORF_4	U5S418	AGY78682.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138877.1	Uncultured bacterium clone ISSO_biostim_47935_ORF_1	U5S0W9	AGY78683.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138878.1	Uncultured bacterium clone ISSO_biostim_28897_ORF_3	U5S0S0	AGY78684.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138879.1	Uncultured bacterium clone ISSO_biostim_43894_ORF_1	U5S1A9	AGY78685.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138880.1	Uncultured bacterium clone ISSO_biostim_60757_ORF_1	U5S4K7	AGY78686.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138881.1	Uncultured bacterium clone ISSO_biostim_49843_ORF_2	U5S424	AGY78687.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138882.1	Uncultured bacterium clone ISSO_biostim_57733_ORF_1	U5S0X4	AGY78688.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138883.1	Uncultured bacterium clone ISSO_biostim_43032_ORF_1	U5S0S5	AGY78689.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138884.1	Uncultured bacterium clone ISSO_biostim_55356_ORF_1	U5S1B4	AGY78690.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138885.1	Uncultured bacterium clone ISSO_biostim_60765_ORF_1	U5S4L1	AGY78691.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138886.1	Uncultured bacterium clone ISSO_biostim_60796_ORF_1	U5S428	AGY78692.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138887.1	Uncultured bacterium clone ISSO_biostim_53066_ORF_3	U5S0Y1	AGY78693.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138888.1	Uncultured bacterium clone ISSO_biostim_42105_ORF_1	U5S0T0	AGY78694.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138889.1	Uncultured bacterium clone ISSO_biostim_60816_ORF_1	U5S1B9	AGY78695.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138890.1	Uncultured bacterium clone ISSO_biostim_47110_ORF_3	U5S4L6	AGY78696.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138891.1	Uncultured bacterium clone ISSO_biostim_60819_ORF_1	U5S432	AGY78697.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138892.1	Uncultured bacterium clone ISSO_biostim_43980_ORF_1	U5S0Y6	AGY78698.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138893.1	Uncultured bacterium clone ISSO_biostim_60821_ORF_1	U5S479	AGY78699.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138894.1	Uncultured bacterium clone ISSO_biostim_60847_ORF_1	U5S3N8	AGY78700.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138895.1	Uncultured bacterium clone ISSO_biostim_60850_ORF_2	U5S4M1	AGY78701.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138896.1	Uncultured bacterium clone ISSO_biostim_60852_ORF_1	U5S438	AGY78702.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138897.1	Uncultured bacterium clone ISSO_biostim_60869_ORF_1	U5S0Z1	AGY78703.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138898.1	Uncultured bacterium clone ISSO_biostim_18605_ORF_3	U5S0U1	AGY78704.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138899.1	Uncultured bacterium clone ISSO_biostim_60873_ORF_2	U5S1C9	AGY78705.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138900.1	Uncultured bacterium clone ISSO_biostim_60845_ORF_1	U5S4M4	AGY78706.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138901.1	Uncultured bacterium clone ISSO_biostim_60880_ORF_1	U5S443	AGY78707.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138902.1	Uncultured bacterium clone ISSO_biostim_28716_ORF_3	U5S0Z6	AGY78708.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138903.1	Uncultured bacterium clone ISSO_biostim_60913_ORF_1	U5S0U6	AGY78709.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138904.1	Uncultured bacterium clone ISSO_biostim_60914_ORF_1	U5S1D3	AGY78710.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138905.1	Uncultured bacterium clone ISSO_biostim_21545_ORF_1	U5S4M8	AGY78711.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138906.1	Uncultured bacterium clone ISSO_biostim_60860_ORF_1	U5S448	AGY78712.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138907.1	Uncultured bacterium clone ISSO_biostim_60929_ORF_1	U5S101	AGY78713.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138908.1	Uncultured bacterium clone ISSO_biostim_48865_ORF_1	U5S0V2	AGY78714.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138909.1	Uncultured bacterium clone ISSO_biostim_55486_ORF_1	U5S1D8	AGY78715.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138910.1	Uncultured bacterium clone ISSO_biostim_60872_ORF_1	U5S4N2	AGY78716.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138911.1	Uncultured bacterium clone ISSO_biostim_25089_ORF_2	U5S454	AGY78717.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138912.1	Uncultured bacterium clone ISSO_biostim_60894_ORF_1	U5S3Q0	AGY78718.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138913.1	Uncultured bacterium clone ISSO_biostim_60899_ORF_1	U5S0V8	AGY78719.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138914.1	Uncultured bacterium clone ISSO_biostim_2782_ORF_1	U5S1E2	AGY78720.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138915.1	Uncultured bacterium clone ISSO_biostim_60959_ORF_1	U5S4N6	AGY78721.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138916.1	Uncultured bacterium clone ISSO_biostim_60960_ORF_2	U5S459	AGY78722.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138917.1	Uncultured bacterium clone LakeFaro_620_ORF_2	U5S113	AGY78723.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138918.1	Uncultured bacterium clone LakeFaro_890_ORF_1	U5S0W3	AGY78724.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138919.1	Uncultured bacterium clone LakeFaro_1222_ORF_7	U5S1E6	AGY78725.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138920.1	Uncultured bacterium clone LakeFaro_1307_ORF_6	U5S4P0	AGY78726.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138921.1	Uncultured bacterium clone LakeFaro_1273_ORF_1	U5S463	AGY78727.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138922.1	Uncultured bacterium clone LakeFaro_1853_ORF_6	U5S118	AGY78728.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138923.1	Uncultured bacterium clone LakeFaro_1947_ORF_1	U5S0W8	AGY78729.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138924.1	Uncultured bacterium clone LakeFaro_2526_ORF_6	U5S1F1	AGY78730.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138925.1	Uncultured bacterium clone LakeFaro_2584_ORF_2	U5S4P4	AGY78731.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138926.1	Uncultured bacterium clone LakeFaro_2604_ORF_3	U5S467	AGY78732.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138927.1	Uncultured bacterium clone LakeFaro_2384_ORF_4	U5S123	AGY78733.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138928.1	Uncultured bacterium clone LakeFaro_2269_ORF_4	U5S0X2	AGY78734.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138929.1	Uncultured bacterium clone LakeFaro_2739_ORF_7	U5S1F4	AGY78735.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138930.1	Uncultured bacterium clone LakeFaro_2451_ORF_1	U5S4P9	AGY78736.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138931.1	Uncultured bacterium clone LakeFaro_3111_ORF_3	U5S471	AGY78737.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138932.1	Uncultured bacterium clone LakeFaro_2732_ORF_5	U5S128	AGY78738.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138933.1	Uncultured bacterium clone LakeFaro_3447_ORF_3	U5S0X8	AGY78739.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138934.1	Uncultured bacterium clone LakeFaro_1347_ORF_2	U5S1F9	AGY78740.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138935.1	Uncultured bacterium clone LakeFaro_3515_ORF_4	U5S4Q5	AGY78741.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138936.1	Uncultured bacterium clone LakeFaro_3559_ORF_4	U5S476	AGY78742.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138937.1	Uncultured bacterium clone LakeFaro_3798_ORF_4	U5S133	AGY78743.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138938.1	Uncultured bacterium clone LakeFaro_4093_ORF_1	U5S0Y4	AGY78744.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138939.1	Uncultured bacterium clone LakeFaro_4371_ORF_1	U5S1G2	AGY78745.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138940.1	Uncultured bacterium clone LakeFaro_4456_ORF_4	U5S4Q9	AGY78746.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138941.1	Uncultured bacterium clone LakeFaro_4459_ORF_1	U5S480	AGY78747.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138942.1	Uncultured bacterium clone LakeFaro_4466_ORF_1	U5S138	AGY78748.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138943.1	Uncultured bacterium clone LakeFaro_3024_ORF_1	U5S0Z0	AGY78749.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138944.1	Uncultured bacterium clone LakeFaro_4327_ORF_1	U5S1G4	AGY78750.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138945.1	Uncultured bacterium clone LakeFaro_4512_ORF_1	U5S4R5	AGY78751.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138946.1	Uncultured bacterium clone LakeFaro_5380_ORF_1	U5S485	AGY78752.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138947.1	Uncultured bacterium clone LakeFaro_4953_ORF_1	U5S143	AGY78753.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138948.1	Uncultured bacterium clone LakeFaro_5443_ORF_1	U5S0Z5	AGY78754.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138949.1	Uncultured bacterium clone LakeFaro_5014_ORF_1	U5S1H1	AGY78755.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138950.1	Uncultured bacterium clone LakeFaro_6929_ORF_4	U5S4S0	AGY78756.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138951.1	Uncultured bacterium clone LakeFaro_7444_ORF_1	U5S490	AGY78757.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138952.1	Uncultured bacterium clone LakeFaro_7241_ORF_1	U5S147	AGY78758.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138953.1	Uncultured bacterium clone LakeFaro_7573_ORF_1	U5S100	AGY78759.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138954.1	Uncultured bacterium clone LakeFaro_8041_ORF_3	U5S1H4	AGY78760.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138955.1	Uncultured bacterium clone LakeFaro_8201_ORF_2	U5S4S5	AGY78761.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138956.1	Uncultured bacterium clone LakeFaro_8985_ORF_2	U5S495	AGY78762.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138957.1	Uncultured bacterium clone LakeFaro_9877_ORF_2	U5S151	AGY78763.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138958.1	Uncultured bacterium clone LakeFaro_9465_ORF_2	U5S106	AGY78764.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138959.1	Uncultured bacterium clone LakeFaro_10235_ORF_4	U5S1H9	AGY78765.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138960.1	Uncultured bacterium clone LakeFaro_10051_ORF_2	U5S4T0	AGY78766.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138961.1	Uncultured bacterium clone LakeFaro_12674_ORF_3	U5S4A0	AGY78767.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138962.1	Uncultured bacterium clone LakeFaro_14638_ORF_3	U5S155	AGY78768.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138963.1	Uncultured bacterium clone LakeFaro_16111_ORF_2	U5S111	AGY78769.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138964.1	Uncultured bacterium clone LakeFaro_10887_ORF_4	U5S1I3	AGY78770.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138965.1	Uncultured bacterium clone LakeFaro_16533_ORF_1	U5S4T5	AGY78771.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138966.1	Uncultured bacterium clone LakeFaro_14642_ORF_2	U5S4A3	AGY78772.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138967.1	Uncultured bacterium clone LakeFaro_18035_ORF_2	U5S161	AGY78773.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138968.1	Uncultured bacterium clone LakeFaro_18143_ORF_2	U5S117	AGY78774.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138969.1	Uncultured bacterium clone LakeFaro_18797_ORF_1	U5S1I7	AGY78775.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138970.1	Uncultured bacterium clone LakeFaro_9832_ORF_1	U5S4U1	AGY78776.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138971.1	Uncultured bacterium clone LakeFaro_21475_ORF_1	U5S4A9	AGY78777.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138972.1	Uncultured bacterium clone LakeFaro_19885_ORF_2	U5S165	AGY78778.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorophenol	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138973.1	Uncultured bacterium clone LakeFaro_23917_ORF_3	U5S124	AGY78779.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
